employee_id,first_name,last_name,address,city,country,postal,phone,email,department,position,emergency_contact_name,emergency_contact_phone,dob,created,address_lat,address_lon
E600384,Robert,Caldwell,23 Andretti Court,Truganina,Australia,3027,0417160528,Robert.Caldwell@education.gov.xx,Education and Training,Assistant,David,04319878518,24-Jun-1977,09-Oct-2014,-37.8071923,144.7437565
E600385,Courtney,Roberts,38 Apac Drive,Melbourne Airport,Australia,3045,0453235640,Courtney.Roberts@health.gov.xx,Health,Coordinator,Briana,04660816456,10-Apr-1969,30-Apr-2018,-37.6792819,144.85433193139306
E600386,Kim,Garcia,75 Mick Rd,Point Cook,Australia,3030,0478196658,Kim.Garcia@dtf.gov.xx,Treasury and Finance,Coordinator,Elizabeth,04302192533,02-Oct-1964,01-Feb-2016,-36.5986096,144.6780052
E600387,Adrian,Collins,79 Whittaker Drive,Altona North,Australia,3025,0467314833,Adrian.Collins@delwp.gov.xx,"Environment, Land, Water and Planning",Team Leader,Emily,04356103891,08-Jul-1967,08-Sep-2018,-37.82966304595787,144.82283156424847
E600388,Bruce,Mckay,43 Condor Place,Taylors Lakes,Australia,3038,0453074611,Bruce.Mckay@health.gov.xx,Health,Analyst,Melanie,04342632537,02-Sep-1973,08-May-2016,-37.7095131,144.789185
E600389,Leslie,Baxter,99 Clara Street,Brunswick East,Australia,3057,0478144962,Leslie.Baxter@delwp.gov.xx,"Environment, Land, Water and Planning",Operations,Evan,04590037043,21-Apr-1985,04-Nov-2018,-37.758823053816414,144.98000568161353
E600390,Destiny,Fischer,22 Rosehill Road,Essendon West,Australia,3042,0467855729,Destiny.Fischer@education.gov.xx,Education and Training,Administator,Ashlee,04129487734,05-Feb-1963,13-Jun-2016,-37.748565600000006,144.88539914702392
E600391,Deborah,Valenzuela,83 Clare Boulevard,Greenvale,Australia,3059,0427792344,Deborah.Valenzuela@dtf.gov.xx,Treasury and Finance,Advisor,Jennifer,04122976918,22-Jun-1973,23-Jan-2020,-37.643348647296214,144.90371297348298
E600392,John,Steele,49 Glenfern Place,Glenroy,Australia,Q,0454715539,John.Steele@education.gov.xx,Education and Training,Team Leader,Todd,04113859329,13-Dec-1973,22-Feb-2018,-37.712612379186574,144.9358101456583
E600393,Kelli,Johnson,56 Waiora Road,Heidelberg Heights,Australia,3081,0426495207,Kelli.Johnson@dtf.gov.xx,Treasury and Finance,Analyst,James,0454155449,22-May-1991,23-Jun-2018,-37.7326707,145.0606801
E600394,Andre,Cabrera,114 Plenty River Trail,Viewbank,Australia,3085,0442799665,Andre.Cabrera@health.gov.xx,Health,Team Leader,Matthew,04368589132,01-Aug-1983,08-Oct-2014,-37.73492847111748,145.0987319277346
E600395,Julie,Woods,123 Dryburgh Street,West Melbourne,Australia,3003,0446324530,Julie.Woods@health.gov.xx,Health,Manager,Gary,04558376436,13-Jun-1968,11-Dec-2015,-37.8073726,144.9426295
E600396,Marco,Turner,20 College Street,,Australia,3023,0463920914,Marco.Turner@health.gov.xx,Health,Team Leader,Dale,04356343116,18-Dec-1966,24-Jul-2016,-37.72983627390556,144.7351418309074
E600397,Kyle,Mendoza,95 Fulton Drive,Derrimut,Australia,3026,0449216439,Kyle.Mendoza@health.gov.xx,Health,Assistant,Troy,04564927299,18-Nov-1990,21-Jun-2015,-37.80973055,144.77274311783128
E600398,Lindsey,Walton,21 Titus Court,Reservoir,Australia,3083,0419281638,Lindsey.Walton@dpc.gov.xx,Premier and Cabient,Assistant,Susan,04649001241,20-Jun-1980,27-Mar-2017,-37.700650160415364,145.02614253324586
E600399,Julie,Lyons,102 Fitzgerald Road,Derrimut,Australia,3026,0418800328,Julie.Lyons@dtf.gov.xx,Treasury and Finance,Consultant,Trevor,04553671904,30-Aug-1976,23-Sep-2018,-37.807198650000004,144.7947570441741
E600400,Erik,Kelly,79 Wish Lane,Greenvale,Australia,3059,0415157888,Erik.Kelly@education.gov.xx,Education and Training,Consultant,Amanda,04198666760,22-Jan-1966,06-Sep-2016,-37.6139201,144.8910324
E600401,Jeffrey,Ortiz,76 Cox Street,Cheltenham,Australia,3202,0455935943,Jeffrey.Ortiz@education.gov.xx,Education and Training,Analyst,Taylor,04383430359,06-Aug-1989,29-Mar-2019,-37.96405120976653,145.0744593887068
E600402,Christopher,Young,38 Ross Road,Altona North,Australia,3025,0465035195,Christopher.Young@health.gov.xx,Health,Consultant,Brad,04483788623,20-Jun-1976,18-Aug-2015,-37.8442913,144.85786492913394
E600403,Jennifer,Brown,100 Karrin Court,Ashwood,Australia,3148,0475242042,Jennifer.Brown@dtf.gov.xx,Treasury and Finance,Administator,Donna,04320364170,19-Sep-1977,26-Oct-2017,-37.8726701,145.101189
E600404,James,Roberts,21 Erowal Street,Beaumaris,Australia,3193,0431492649,James.Roberts@health.gov.xx,Health,Advisor,Julia,0434906006,07-Aug-1971,08-Oct-2014,-37.971341263257536,145.03661386702697
E600405,Jose,Walker,31 Ison Court,Altona Meadows,Australia,3028,0448170905,Jose.Walker@transport.gov.xx,Transport,Team Leader,Kara,04219050807,28-Feb-1990,01-Jun-2017,-37.878641,144.772025
E600406,Jose,Price,71 Joan Crescent,Burwood East,Australia,3151,0476955522,Jose.Price@delwp.gov.xx,"Environment, Land, Water and Planning",Director,Thomas,04251489148,12-Mar-1979,03-Aug-2017,-37.8460865,145.1579543
E600407,Theresa,Knapp,54 McCrae Boulevard,Keilor Downs,Australia,3038,0473595091,Theresa.Knapp@education.gov.xx,Education and Training,Assistant,Kyle,04150106209,15-Dec-1989,08-Dec-2018,-37.7185011,144.8156694
E600408,Tammy,Lucas,22 Osborne Court,Hawthorn,Australia,3122,0475073174,Tammy.Lucas@djpr.gov.xx,"Jobs, Precincts and Regions",Administator,Timothy,04387827051,11-Dec-1959,01-Aug-2019,-37.81556802865237,145.01599213194547
E600409,Bethany,Cummings,32 The Boulevarde,Doncaster,Australia,3108,0479584056,Bethany.Cummings@education.gov.xx,Education and Training,Consultant,Brad,04558402454,18-Jul-1971,07-Sep-2016,-37.77528806257007,145.13304267345868
E600410,David,Brown,65 Lever Street,Campbellfield,Australia,3061,0438147265,David.Brown@education.gov.xx,Education and Training,Operations,Sheila,0419792484,27-Dec-1986,19-Aug-2016,-37.66301131456364,144.97062640625222
E600411,Dana,Brown,76 Skye Road,Wantirna,Australia,3152,0467065057,Dana.Brown@dtf.gov.xx,Treasury and Finance,Team Leader,Jason,04332934958,26-Jul-1975,03-Jun-2017,-37.850565722084816,145.23908608682996
E600412,Paul,Hayes,82 Dockyard Pier,Williamstown,Australia,3016,0416473750,Paul.Hayes@health.gov.xx,Health,Trainer,Michelle,04420066268,22-Apr-1969,18-Dec-2014,-37.863253549999996,144.91453056614282
E600413,Dominique,Jones,38 Hume Freeway,Wollert,Australia,3750,0474735744,Dominique.Jones@health.gov.xx,Health,Assistant,Benjamin,04249015081,18-Nov-1987,11-May-2019,-37.61105015,144.97613792342923
E600414,Samuel,Delacruz,79 Second Crescent,Hadfield,Australia,3060,0418305769,Samuel.Delacruz@djpr.gov.xx,"Jobs, Precincts and Regions",Team Leader,James,0476841208,21-Jan-1982,27-Jan-2015,-37.71492426735772,144.95696427057436
E600415,Gabriel,Jones,32 Porter Street,Templestowe,Australia,3106,0431354249,Gabriel.Jones@dpc.gov.xx,Premier and Cabient,Director,Breanna,04496110088,22-Dec-1987,01-Nov-2014,-37.75217647455739,145.1317587006492
E600416,Christopher,Cherry,108 Limelight Street,,Australia,3029,0447577676,Christopher.Cherry@delwp.gov.xx,"Environment, Land, Water and Planning",Administator,Ashley,04335073694,30-Sep-1959,02-Oct-2019,-37.834862971727254,144.68225999130976
E600417,John,Davis,44 Diamond Creek Road,Diamond Creek,Australia,3089,0470331422,John.Davis@dffh.gov.xx,"Families, Fairness and Housing",Advisor,Anthony,04205006782,18-Dec-1982,03-Nov-2016,-37.67704325,145.12782141380418
E600418,Sara,Williams,67 Hargrave Avenue,Essendon Fields,Australia,3041,0473297443,Sara.Williams@dffh.gov.xx,"Families, Fairness and Housing",Trainer,Victoria,04553560242,27-Sep-1987,16-Sep-2015,-37.7275116,144.89736417121213
E600419,Vincent,Castillo,82 Glenferrie Road,Kooyong,Australia,3144,0469074725,Vincent.Castillo@dpc.gov.xx,Premier and Cabient,Coordinator,Scott,04291204991,28-Mar-1982,09-Jul-2019,-37.838688000000005,145.03286612510834
E600420,Carla,Williams,77 Arundel Road,Keilor,Australia,3036,0429685320,Carla.Williams@education.gov.xx,Education and Training,Team Leader,Raymond,04451748432,26-Nov-1977,19-Jun-2016,-37.692621518711064,144.8287958069266
E600421,Chad,Braun,103 Oliver Street,Ringwood,Australia,3135,0475741576,Chad.Braun@education.gov.xx,Education and Training,Analyst,Kelly,04260598718,14-Mar-1984,27-Mar-2019,-37.80924578476043,145.23814959149976
E600422,Philip,Brennan,113 Linden Close,Meadow Heights,Australia,3048,0451856239,Philip.Brennan@health.gov.xx,Health,Operations,Nicholas,04409570483,19-May-1962,15-Aug-2018,-37.64078849505575,144.91856246200913
E600423,Michael,Kennedy,123 Bogey Street,Deer Park,Australia,3023,0463609067,Michael.Kennedy@health.gov.xx,Health,Administator,Robin,04447180856,28-Aug-1990,01-May-2017,-37.78239712979845,144.76816924873114
E600424,Jamie,Lester,50 Ponting Street,Williamstown,Australia,3016,0412608579,Jamie.Lester@education.gov.xx,Education and Training,Advisor,Joseph,04132895415,09-May-1971,22-Oct-2014,-37.8540132,144.8568457
E600425,Molly,Woods,52 Mountain Street,Essendon,Australia,3040,0467099855,Molly.Woods@dpc.gov.xx,Premier and Cabient,Administator,Bailey,04455211767,13-Nov-1985,13-Jul-2018,-37.75163265990241,144.9025587128206
E600426,Julie,Meyer,101 Blue Lake Circuit,Plenty,Australia,3082,0472842718,Julie.Meyer@education.gov.xx,Education and Training,Director,Francisco,04253914717,13-Jan-1981,22-Dec-2016,-37.6691277,145.0911954
E600427,Daniel,Young,46 Mary St,Cheltenham,Australia,3192,0466949115,Daniel.Young@health.gov.xx,Health,Coordinator,Teresa,04342533053,05-May-1978,10-Mar-2019,-36.5986096,144.6780052
E600428,Tasha,Newton,86 Blind Creek Trail,Wantirna South,Australia,3179,0441464728,Tasha.Newton@health.gov.xx,Health,Administator,Carla,04439031726,01-Sep-1991,27-May-2016,-37.88293206558988,145.2034295697064
E600429,Bryan,Castaneda,107 Rhonda Street,Avondale Heights,Australia,3019,0460410583,Bryan.Castaneda@djpr.gov.xx,"Jobs, Precincts and Regions",Administator,Shannon,0485212413,07-Nov-1961,08-Jun-2015,-37.77301465595405,144.8549925204749
E600430,James,Villegas,83 Harry St,St Albans,Australia,3021,0430690479,James.Villegas@dpc.gov.xx,Premier and Cabient,Analyst,Mark,04277128077,26-Feb-1983,03-Mar-2019,-37.6764488,144.8365383
E600431,Kenneth,Walker,21 Artesian Avenue,Wantirna South,Australia,3152,0442038984,Kenneth.Walker@dpc.gov.xx,Premier and Cabient,Consultant,Patricia,04379963807,14-Nov-1990,01-May-2019,-37.8799279,145.2394537
E600432,Judy,Nguyen,79 Edwards Lane,Werribee South,Australia,3030,0466779418,Judy.Nguyen@health.gov.xx,Health,Director,James,04508683486,17-Mar-1957,28-Sep-2018,-37.93953881284671,144.68695424467154
E600433,Matthew,Lewis,82 Springvale Road,Nunawading,Australia,3131,0443552320,Matthew.Lewis@transport.gov.xx,Transport,Team Leader,Ryan,0457393729,22-Mar-1966,05-Apr-2018,-37.81501885,145.1755469632472
E600434,Scott,French,33 Lion Road,Williamstown,Australia,3016,0414444407,Scott.French@education.gov.xx,Education and Training,Consultant,Trevor,04267787682,05-Sep-1982,24-May-2017,-37.8650321,144.91595214746928
E600435,Paul,Ramirez,76 Derrimut Road,Tarneit,Australia,3029,0431980583,Paul.Ramirez@education.gov.xx,Education and Training,Analyst,Andrew,04277313414,02-Oct-1984,19-Feb-2015,-37.80986528258485,144.69540875257172
E600436,Kenneth,Raymond,28 Redwood Court,Mill Park,Australia,3032,0458783972,Kenneth.Raymond@transport.gov.xx,Transport,Coordinator,Timothy,04268148459,28-Nov-1977,26-Jan-2017,-37.675817850075525,145.05242210682744
E600437,Melissa,Cummings,101 Hoppers Lane,Werribee South,Australia,3030,0478658221,Melissa.Cummings@health.gov.xx,Health,Consultant,Thomas,0489428680,08-Oct-1960,12-Nov-2017,-37.92141992884243,144.70211479896014
E600438,Ryan,Colon,48 Reynolds Road,Templestowe,Australia,3106,0441903119,Ryan.Colon@dffh.gov.xx,"Families, Fairness and Housing",Consultant,Tara,04232765495,25-Dec-1972,08-Oct-2017,-37.763239351820744,145.16367862500707
E600439,Stephanie,Medina,36 Koonawarra Street,Clayton,Australia,3800,0416377434,Stephanie.Medina@education.gov.xx,Education and Training,Team Leader,Hector,04503214822,16-Feb-1965,03-Apr-2015,-37.91000409197128,145.1248082989673
E600440,Monica,Boone,34 Victoria Crescent,St Albans,Australia,3021,0475868134,Monica.Boone@dtf.gov.xx,Treasury and Finance,Consultant,David,04332100492,12-Jan-1977,03-Jun-2015,-37.7402348660587,144.79868578333816
E600441,Kimberly,Montes,86 Heidelberg - Warrandyte Road,Warrandyte,Australia,3113,0421391737,Kimberly.Montes@health.gov.xx,Health,Trainer,Jeffrey,04327103700,16-Apr-1979,16-Jul-2015,-37.749081041093184,145.19197869857533
E600442,Jack,Thornton,36 Wiltshire Drive,Kew,Australia,3101,0425781752,Jack.Thornton@djpr.gov.xx,"Jobs, Precincts and Regions",Operations,Stephen,04668906276,01-Apr-1976,10-Nov-2017,-37.79510555,145.02409860354
E600443,Garrett,Brown,70 Eva Street,Clayton,Australia,3169,0460969687,Garrett.Brown@djpr.gov.xx,"Jobs, Precincts and Regions",Advisor,Debbie,04542878824,25-Jan-1964,06-Jul-2017,-37.92631704678902,145.11296694651963
E600444,Brooke,Byrd,52 Ripplebrook Drive,Broadmeadows,Australia,3047,0460313163,Brooke.Byrd@education.gov.xx,Education and Training,Team Leader,Rachel,04167330255,07-May-1970,23-Mar-2017,-37.6718695,144.9165722
E600445,Joel,Williams,74 Grove Road,Rosanna,Australia,3084,0457533082,Joel.Williams@health.gov.xx,Health,Team Leader,Michael,0440030173,14-Apr-1962,18-Jun-2016,-37.74338403364307,145.0684543240852
E600446,Larry,Johnson,117 Lalor Court,Springvale South,Australia,3172,0459413197,Larry.Johnson@dffh.gov.xx,"Families, Fairness and Housing",Analyst,Audrey,04135551391,27-Oct-1964,08-Jul-2016,-37.9617234558495,145.1321379642882
E600447,Penny,Carey,54 Macrina Street,Oakleigh East,Australia,3166,0434278883,Penny.Carey@health.gov.xx,Health,Advisor,Kurt,04129301922,11-Feb-1977,18-Apr-2016,-37.899960632227234,145.11441214240142
E600448,Jake,Bowers,104 Arvern Avenue,Avondale Heights,Australia,3034,0413493450,Jake.Bowers@health.gov.xx,Health,Administator,Joann,04569539872,18-Jan-1968,06-Oct-2015,-37.76368768060495,144.8677339752785
E600449,Sheila,Tucker,102 McArthur Street,West Footscray,Australia,3012,0431492381,Sheila.Tucker@transport.gov.xx,Transport,Advisor,Melissa,04305114496,05-Oct-1982,30-Jul-2015,-37.79946065,144.86814064448723
E600450,Karen,Garcia,81 Clyde Ave,Point Cook,Australia,3030,0445801459,Karen.Garcia@education.gov.xx,Education and Training,Assistant,Debbie,04666712575,12-Apr-1968,19-Jan-2015,-36.5986096,144.6780052
E600451,William,Shah,80 Maskell Crescent,Lower Plenty,Australia,3093,0470979646,William.Shah@dpc.gov.xx,Premier and Cabient,Coordinator,Brandy,04677060317,25-Feb-1984,13-Sep-2016,-37.726002,145.1132738
E600452,Darren,Jensen,98 McGowans Road,Donvale,Australia,3111,0469794733,Darren.Jensen@education.gov.xx,Education and Training,Advisor,Jenna,04206525843,03-May-1962,18-Oct-2018,-37.78828336123871,145.1923117057693
E600453,Philip,Williams,70 Ascot Vale Road,Flemington,Australia,3031,0462004800,Philip.Williams@health.gov.xx,Health,Team Leader,Courtney,04630654394,27-Aug-1983,21-Dec-2016,-37.786964,144.9215661
E600454,Melissa,Daniels,104 Metrolink Circuit,Campbellfield,Australia,3062,0417298609,Melissa.Daniels@education.gov.xx,Education and Training,Assistant,Robert,04363281520,23-Oct-1963,23-Feb-2019,-37.65278271383508,144.96910965176988
E600455,Nathan,Smith,104 Sussex Street,Hadfield,Australia,Q,0460796167,Nathan.Smith@education.gov.xx,Education and Training,Operations,Tammy,04515885144,12-Dec-1990,13-Apr-2016,-37.71594376876725,144.9520672043417
E600456,Kimberly,Mendoza,24 Charlotte Road,Beaumaris,Australia,3193,0418526293,Kimberly.Mendoza@transport.gov.xx,Transport,Team Leader,Daniel,0426940815,18-Jun-1970,10-Nov-2014,-37.98141805364978,145.03921658953104
E600457,Glenn,Rogers,100 Beaumaris Parade,Highett,Australia,3190,0454636517,Glenn.Rogers@dpc.gov.xx,Premier and Cabient,Analyst,Adam,04406381940,18-Jul-1966,05-Jul-2018,-37.948683,145.0363027
E600458,Patrick,Cook,121 Turner Street,Port Melbourne,Australia,3207,0430903631,Patrick.Cook@health.gov.xx,Health,Team Leader,Carol,04446063772,17-Dec-1972,09-Jul-2016,-37.82357475,144.9219373914874
E600459,Kimberly,Charles,71 Galada Tamboore Pathway,Epping,Australia,3076,0475891927,Kimberly.Charles@djpr.gov.xx,"Jobs, Precincts and Regions",Advisor,Connie,04590626044,07-Dec-1963,14-Mar-2015,-37.65698369190183,144.98917941504757
E600460,Johnathan,Cook,27 Dingley Bypass,Dingley Village,Australia,3172,0464054850,Johnathan.Cook@health.gov.xx,Health,Team Leader,Kendra,04246436204,28-Oct-1980,17-Oct-2014,-37.96474650883496,145.13268110817089
E600461,Paul,Sosa,115 Ironbark Road,Yarrambat,Australia,3091,0459802625,Paul.Sosa@education.gov.xx,Education and Training,Coordinator,Tammy,04601343889,25-Jul-1990,29-Jun-2016,-37.64312298083838,145.14191556562602
E600462,Stephen,Horton,72 Victory Road,Airport West,Australia,3042,0452965520,Stephen.Horton@delwp.gov.xx,"Environment, Land, Water and Planning",Advisor,Meagan,04140183935,12-Nov-1982,19-Sep-2014,-37.71737602391714,144.87933340630065
E600463,Matthew,Reed,32 Murray Road,Preston,Australia,3071,0457481227,Matthew.Reed@education.gov.xx,Education and Training,Analyst,Ryan,0448810992,29-Apr-1980,02-Jan-2020,-37.73764480909091,144.99929518181818
E600464,Corey,Cox,79 Glenbarry Road,Campbellfield,Australia,3061,0421584257,Corey.Cox@health.gov.xx,Health,Operations,Shelley,0481426341,06-Jul-1961,20-Jun-2015,-37.6633162,144.9590811
E600465,Louis,Rodriguez,77 Port Melbourne Foreshore Trail,Port Melbourne,Australia,3207,0472494708,Louis.Rodriguez@dffh.gov.xx,"Families, Fairness and Housing",Consultant,Steven,04437819471,16-Aug-1989,07-Mar-2015,-37.8396685,144.9182193
E600466,Lori,Good,115 Hadlow Drive,Wantirna,Australia,3152,0441772319,Lori.Good@education.gov.xx,Education and Training,Assistant,Jonathan,04220041531,19-Apr-1969,09-Jul-2015,-37.84762550068117,145.2352453709512
E600467,Kelly,Fleming,39 Reynolds Road,Wattle Glen,Australia,3096,0421338978,Kelly.Fleming@dtf.gov.xx,Treasury and Finance,Team Leader,Cindy,04479057250,04-Nov-1986,17-Apr-2016,-37.67973707303827,145.18125233407957
E600468,Sara,Contreras,92 Hurlingham Street,Brighton East,Australia,3817,0451212054,Sara.Contreras@health.gov.xx,Health,Advisor,Clinton,04552414445,14-Sep-1967,13-Feb-2019,-37.9095695,145.0142852
E600469,Thomas,Roach,43 Nursery Avenue,Clayton South,Australia,3171,0478683134,Thomas.Roach@education.gov.xx,Education and Training,Analyst,Cory,04508710630,04-Jun-1981,20-Jun-2015,-37.9336457,145.13886015146727
E600470,Megan,Thomas,51 Threadneedle Street,Attwood,Australia,3049,0426077255,Megan.Thomas@education.gov.xx,Education and Training,Analyst,Leonard,04510753746,27-Nov-1976,09-Jan-2017,-37.67104591781016,144.8781110712506
E600471,Jamie,Church,108 Rathmines Street,Thornbury,Australia,3078,0477423660,Jamie.Church@education.gov.xx,Education and Training,Team Leader,Christopher,04624896350,14-Mar-1992,17-Nov-2016,-37.77041353862167,145.01726345975592
E600472,Joshua,Jackson,44 Maude Avenue,Glenroy,Australia,3046,0423588833,Joshua.Jackson@education.gov.xx,Education and Training,Trainer,Jenny,04137553417,08-May-1972,12-Jun-2017,-37.70381658489055,144.9352204044105
E600473,Stacey,Lara,50 Urquhart Street,Coburg,Australia,3058,0458632174,Stacey.Lara@health.gov.xx,Health,Administator,Wendy,04666153317,19-Jan-1963,22-Jun-2018,-37.74110955537259,144.97516117056534
E600474,Shannon,Thompson,59 South Street,Pascoe Vale,Australia,3046,0472294888,Shannon.Thompson@education.gov.xx,Education and Training,Coordinator,Edward,0497348964,09-Nov-1972,22-Jan-2017,-37.71617715,144.94685579383022
E600475,Erin,Davis,86 Hutton Street,Maidstone,Australia,3012,0439932100,Erin.Davis@transport.gov.xx,Transport,Administator,Teresa,04581474823,31-Mar-1986,25-May-2016,-37.785880842478,144.8709072966212
E600476,Paula,Mathis,81 Little Ruby Street,Preston,Australia,3072,0459238099,Paula.Mathis@dpc.gov.xx,Premier and Cabient,Team Leader,Russell,0457596897,15-Nov-1981,12-Mar-2015,-37.74425345515725,145.0158210745635
E600477,Tammy,Moore,50 Venus Court,Thomastown,Australia,3074,0422900172,Tammy.Moore@education.gov.xx,Education and Training,Advisor,Cynthia,04674030986,21-Apr-1972,16-Dec-2017,-37.67968969071869,144.99708635937435
E600478,Garrett,Thomas,25 Arthurs Creek Road,Hurstbridge,Australia,3099,0447428880,Garrett.Thomas@education.gov.xx,Education and Training,Advisor,Anthony,04124347441,19-Sep-1975,20-Jan-2016,-37.6268467885123,145.192292914884
E600479,Tyler,Suarez,99 Nambour Road,Templestowe,Australia,3106,0431757431,Tyler.Suarez@dtf.gov.xx,Treasury and Finance,Executive,Christian,04210148081,25-Jul-1972,09-Aug-2019,-37.76433192385177,145.13230449284939
E600480,Ashley,Pena,55 Eagle Alley,Melbourne,Australia,3000,0446778833,Ashley.Pena@health.gov.xx,Health,Administator,Christopher,04180199211,27-Mar-1962,06-Jun-2019,-37.8127971,144.9544042
E600481,Pamela,Moran,42 Mccarney Lane,Sunshine West,Australia,3020,0471711002,Pamela.Moran@education.gov.xx,Education and Training,Advisor,Charles,04524700497,08-Apr-1984,28-Jan-2018,-37.79422488864182,144.79028113938972
E600482,Michael,Moore,100 O'Connors Road,Werribee South,Australia,3030,0423035276,Michael.Moore@dffh.gov.xx,"Families, Fairness and Housing",Team Leader,Emily,04417209714,09-Jun-1986,26-Nov-2014,-37.934910314997396,144.69809634372294
E600483,James,Rogers,47 Earl Street,Airport West,Australia,3042,0414683077,James.Rogers@djpr.gov.xx,"Jobs, Precincts and Regions",Trainer,Brian,04186364963,23-Dec-1978,21-Sep-2014,-37.72755948570114,144.8898817105609
E600484,Evan,Payne,42 Cole Street,Williamstown,Australia,3016,0452332539,Evan.Payne@dffh.gov.xx,"Families, Fairness and Housing",Administator,Connor,04434307116,10-Jan-1971,06-Oct-2014,-37.86810459881226,144.90004690521755
E600485,Kristin,Thompson,21 Adelaide Street,Footscray,Australia,3011,0426790559,Kristin.Thompson@education.gov.xx,Education and Training,Executive,Robert,0487095307,27-Dec-1986,12-Feb-2015,-37.7946069475877,144.88760680151563
E600486,Jeremiah,Terry,87 Glenthorn Avenue,Balwyn North,Australia,3103,0433965095,Jeremiah.Terry@dtf.gov.xx,Treasury and Finance,Consultant,Michael,04676512397,17-Mar-1989,15-Jan-2016,-37.801903800000005,145.09620047031757
E600487,Sarah,Cox,77 Harry St,Point Cook,Australia,3030,0445049704,Sarah.Cox@health.gov.xx,Health,Consultant,Tiffany,04501603084,11-Dec-1982,09-May-2016,-37.8814419,144.7845482
E600488,Micheal,Houston,103 Pascoe Vale Road Service Road,Meadow Heights,Australia,3048,0430311721,Micheal.Houston@education.gov.xx,Education and Training,Advisor,Amanda,04205065906,18-Sep-1973,10-Jul-2015,-37.6569798,144.9269499
E600489,Shannon,Jenkins,90 Watford Road,St Albans,Australia,3021,0447389097,Shannon.Jenkins@health.gov.xx,Health,Advisor,Amanda,04415763149,13-Oct-1957,31-Mar-2016,-37.746098880005576,144.81235838427565
E600490,Andrew,Sullivan,68 Station Road,Cheltenham,Australia,3192,0462596336,Andrew.Sullivan@delwp.gov.xx,"Environment, Land, Water and Planning",Analyst,Karen,04533940143,28-Jul-1968,17-May-2017,-37.9673535,145.0572423
E600491,Alexandria,Stewart,71 Clyde Ave,St Albans,Australia,3021,0472755869,Alexandria.Stewart@health.gov.xx,Health,Assistant,Barbara,04169150064,19-Jun-1983,14-Oct-2016,-37.758692192761885,144.75837687792253
E600492,Elizabeth,Stewart,57 Featherbrook Drive,Point Cook,Australia,3030,0474764928,Elizabeth.Stewart@delwp.gov.xx,"Environment, Land, Water and Planning",Assistant,Matthew,04630576566,08-Nov-1991,25-Jan-2018,-37.91027311863368,144.73204240733293
E600493,Eric,Ellison,71 Murragong Avenue,Bundoora,Australia,3083,0442839847,Eric.Ellison@health.gov.xx,Health,Manager,Gregory,04448363233,27-Jan-1961,30-Jul-2016,-37.7030481037141,145.0668563169117
E600494,Benjamin,Campbell,57 Fotis Court,Oak Park,Australia,3046,0429305444,Benjamin.Campbell@dffh.gov.xx,"Families, Fairness and Housing",Advisor,Christina,04361997282,17-Sep-1976,03-Oct-2017,-37.7156704,144.9038066
E600495,Bryan,Perez,100 Cleveland Avenue,Lower Plenty,Australia,3093,0434081351,Bryan.Perez@education.gov.xx,Education and Training,Advisor,Andrew,04312532333,18-May-1968,23-Oct-2019,-37.7387275,145.1125653
E600496,Michael,Taylor,37 Horseshoe Bend Loop Walk,Keilor,Australia,3036,0469766096,Michael.Taylor@delwp.gov.xx,"Environment, Land, Water and Planning",Consultant,Jeffrey,04144514373,07-Apr-1973,28-Jul-2018,-37.730299367389776,144.84244990460488
E600497,Edward,Rodriguez,55 Merri Creek Trail,Fawkner,Australia,3060,0427720271,Edward.Rodriguez@health.gov.xx,Health,Analyst,Patricia,04447999427,15-Mar-1960,22-Nov-2019,-37.69444957655427,144.97821521440827
E600498,Crystal,Sampson,75 Central Avenue,Preston,Australia,3072,0478629907,Crystal.Sampson@health.gov.xx,Health,Advisor,Zachary,04292297598,26-Feb-1965,20-Jun-2016,-37.7370225483963,145.0071915979147
E600499,Cynthia,Evans,63 Mannish Road,Wattle Glen,Australia,3096,0458689287,Cynthia.Evans@dpc.gov.xx,Premier and Cabient,Operations,Darren,04126800837,05-Dec-1977,03-Nov-2014,-37.66314547098942,145.19235591242256
E600500,Tanya,Quinn,43 Alison Street,Truganina,Australia,3029,0468774279,Tanya.Quinn@health.gov.xx,Health,Administator,Brenda,04304989003,15-Jul-1985,23-Sep-2016,-37.853864158508664,144.72667436201687
E600501,Kristy,Bernard,41 Epsom Road,Flemington,Australia,3031,0472829917,Kristy.Bernard@health.gov.xx,Health,Assistant,Patrick,04136589731,13-Mar-1980,02-Jan-2015,-37.78925135,144.91293777941775
E600502,Cassie,Phillips,45 Robinsons Road,Derrimut,Australia,3026,0422835464,Cassie.Phillips@health.gov.xx,Health,Analyst,Anna,04670422968,23-Aug-1981,23-Dec-2015,-37.7856322301526,144.7542322750703
E600503,Nicole,Garrett,119 Charles Street,Seddon,Australia,301,0452303286,Nicole.Garrett@djpr.gov.xx,"Jobs, Precincts and Regions",Assistant,Emma,04119501429,20-Sep-1985,14-Sep-2015,-37.80611420149631,144.88743539107602
E600504,Christopher,Green,25 Goodenia Avenue,Glenroy,Australia,3060,0436068720,Christopher.Green@education.gov.xx,Education and Training,Assistant,Glenn,04202364522,07-May-1972,08-Sep-2018,-37.695040246829286,144.95195147738193
